Publication Number,User Label,Publication Date,,Strength,Ultimate Parent
IL49015,soy/solubilize,4/30/76,1976,0,Archer Daniels Midland Company
IL120409,Soy/Defatting,7/13/97,1997,0,Archer Daniels Midland Company
JPH0239868,application/soy sauce,2/8/90,1990,0,Kikkoman Corporation
JPH0249548,application/pasta,2/19/90,1990,0,Kikkoman Corporation
JP4004531,,11/7/07,2007,20,Yamasa Corporation
JP4084783,application/soy sauce,4/30/08,2008,20,Yamasa Corporation
JP4090774,application/soy sauce,5/28/08,2008,30,"Ajinomoto Co., Inc."
JP4111083,soy/deflavor,7/2/08,2008,20,"Ajinomoto Co., Inc."
JP4116482,application/soy sauce,7/9/08,2008,50,"Ajinomoto Co., Inc."
JPS62238,application/soy sauce,1/6/87,1987,0,Kikkoman Corporation
WO0122830,Application/Dairy Products,9/13/01,2001,10,Archer Daniels Midland Company
WO9941386,soy/solubilize,1/20/00,2000,0,Koninklijke Dsm Nv
WO9956564,application/athletic,1/20/00,2000,10,Abbott Laboratories
WO2004011015,,3/18/04,2004,0,"Pepsico, Inc."
WO2006019686,,10/26/06,2006,0,"Pepsico, Inc."
WO2006034857,soy/solubilize,10/12/06,2006,40,Nestle Sa
WO2006102353,soy/solubilize,11/23/06,2006,0,E.i. Du Pont De Nemours & Company
WO2006102382,application/athletic,1/18/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007002450,Application/Meat Products,4/12/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007022312,application/pasta,5/18/07,2007,10,E.i. Du Pont De Nemours & Company
WO2007022313,,6/21/07,2007,10,E.i. Du Pont De Nemours & Company
WO2007022341,soy/solubilize,7/19/07,2007,10,E.i. Du Pont De Nemours & Company
WO2007041470,,5/31/07,2007,0,Archer Daniels Midland Company
WO2007043114,application/soy sauce,5/31/07,2007,0,Kikkoman Corporation
WO2007077244,soy/solubilize,8/30/07,2007,0,Novo Nordisk Fonden
WO2007143088,soy/solubilize,2/28/08,2008,0,Abbott Laboratories
AU2004262871,Application/Dairy Products,2/17/05,2005,0,Unilever N.v.
CA2329878,,12/19/06,2006,40,Abbott Laboratories
CA2438251,Application/Meat Products,5/13/08,2008,30,E.i. Du Pont De Nemours & Company
CN1330264,application/soy sauce,8/8/07,2007,20,"Ajinomoto Co., Inc."
EP0906029,Application/Meat Products,4/7/99,1999,0,E.i. Du Pont De Nemours & Company
EP1252824,application/infant,5/31/06,2006,40,Abbott Laboratories
EP1455587,Application/Dairy Products,10/31/07,2007,20,Unilever N.v.
EP1671552,Application/Dairy Products,5/7/08,2008,30,E.i. Du Pont De Nemours & Company
WO2005096834,Application/Meat Products,4/27/06,2006,40,E.i. Du Pont De Nemours & Company
EP1446023,,2/25/09,2009,50,Mars Inc
JP4215766,application/soy sauce,1/28/09,2009,10,Yamasa Corporation
JP4222487,application/soy sauce,2/12/09,2009,40,Yamasa Corporation
EP1218498,Application/Meat Products,3/18/09,2009,60,"General Mills, Inc."
EP1734839,application/dairy products,4/1/09,2009,30,E.i. Du Pont De Nemours & Company
CA2449906,Application/Meat Products,3/24/09,2009,30,Unilever N.v.
EP1189519,application/dressing,4/8/09,2009,50,Nestle Sa
EP1903892,application/dressing,4/8/09,2009,30,E.i. Du Pont De Nemours & Company
EP1575377,application/infant,4/15/09,2009,30,Nestle Sa
EP1338210,application/dairy products,4/29/09,2009,90,E.i. Du Pont De Nemours & Company
EP1541035,soy/solubilize,5/6/09,2009,70,E.i. Du Pont De Nemours & Company
JP4255054,application/soy sauce,4/15/09,2009,30,Kikkoman Corporation
EP1774856,application/confection,6/17/09,2009,70,"Mondelez International, Inc."
EP1545237,Application/Meat Products,6/24/09,2009,40,Mars Inc
EP1622469,application/pasta,6/24/09,2009,20,Archer Daniels Midland Company
EP1716768,application/dressing,7/8/09,2009,20,Nestle Sa
EP1541035,soy/solubilize,7/15/09,2009,70,E.i. Du Pont De Nemours & Company
JP4279209,soy/deflavor,6/17/09,2009,20,Kikkoman Corporation
EP1365659,application/confection,8/5/09,2009,30,Unilever N.v.
US20090208612,Application/Meat Products,8/20/09,2009,30,Mars Inc
US20090208633,Application/Meat Products,8/20/09,2009,40,E.i. Du Pont De Nemours & Company
US20090214726,application/confection,8/27/09,2009,30,"General Mills, Inc."
US20090214729,application/confection,8/27/09,2009,20,"General Mills, Inc."
US20090220665,Application/Meat Products,9/3/09,2009,30,"Cargill, Incorporated"
US7588792,,9/15/09,2009,10,"Fuji Oil Co., Ltd."
WO2009099886,application/weight control,8/13/09,2009,20,Monsanto Company
EP1518464,application/confection,8/26/09,2009,80,Mars Inc
EP1633209,Application/Weight Control,8/26/09,2009,40,Nestle Sa
JP4304721,soy/solubilize,7/29/09,2009,40,"Fuji Oil Co., Ltd."
WO2009086047,soy/texture,8/27/09,2009,0,E.i. Du Pont De Nemours & Company
WO2009105654,Application/Meat Products,8/27/09,2009,10,E.i. Du Pont De Nemours & Company
EP1142481,Application/Dairy Products,9/2/09,2009,90,"Ajinomoto Co., Inc."
EP2100518,application/pasta,9/16/09,2009,20,Archer Daniels Midland Company
US20090238947,Application/Dairy Products,9/24/09,2009,30,Unilever N.v.
WO2009110504,,9/11/09,2009,10,"Fuji Oil Co., Ltd."
WO2009114077,Application/Meat Products,9/17/09,2009,20,Nestle Sa
EP2025236,,2/18/09,2009,20,Nestle Sa
CA2294086,application/infant,9/15/09,2009,40,Abbott Laboratories
WO2009116636,,9/24/09,2009,0,"Fuji Oil Co., Ltd."
EP1716764,soy/deflavor,9/30/09,2009,60,"Mondelez International, Inc."
US20090252852,,10/8/09,2009,10,Unilever N.v.
CA2674096,application/athletic,7/24/08,2008,0,"Mondelez International, Inc."
WO2009118970,application/soy sauce,10/1/09,2009,0,Kikkoman Corporation
US20090258110,,10/15/09,2009,10,Kikkoman Corporation
US20090258133,,10/15/09,2009,20,Unilever N.v.
MX2008009163,application/athletic,3/5/09,2009,0,Nestle Sa
US20090263555,application/confection,10/22/09,2009,50,Nestle Sa
US20090263565,,10/22/09,2009,10,Nestle Sa
US7604829,soy/texture,10/20/09,2009,50,Nestle Sa
CN100506062,application/dressing,7/1/09,2009,30,"Fuji Oil Co., Ltd."
CN101352219,,1/28/09,2009,20,Nestle Sa
JP2009201424,application/soy sauce,9/10/09,2009,0,Kikkoman Corporation
WO2009102558,application/infant,10/15/09,2009,30,Monsanto Company
EP1595459,application/athletic,10/21/09,2009,50,E.i. Du Pont De Nemours & Company
EP2110028,application/infant,10/21/09,2009,40,Nestle Sa
US7608697,Soy/Defatting,10/27/09,2009,90,Koninklijke Dsm Nv
WO2009102558,application/infant,8/20/09,2009,20,Monsanto Company
CA2443383,soy/solubilize,10/13/09,2009,40,E.i. Du Pont De Nemours & Company
JP4338030,application/soy sauce,9/30/09,2009,30,Kikkoman Corporation
WO2009127566,,10/22/09,2009,0,Nestle Sa
EP2005836,soy/solubilize,10/28/09,2009,0,"Fuji Oil Co., Ltd."
EP2111764,Application/Athletic,10/28/09,2009,30,Mars Inc
US20090274798,application/confection,11/5/09,2009,10,Unilever N.v.
EP1998627,Application/Meat Products,11/4/09,2009,20,Nestle Sa
EP1998628,application/confection,11/4/09,2009,40,"Fuji Oil Co., Ltd."
US7615246,,11/10/09,2009,40,"Cargill, Incorporated"
CN101573047,application/dressing,11/4/09,2009,0,"Fuji Oil Co., Ltd."
JP2009232729,application/soy sauce,10/15/09,2009,0,Kikkoman Corporation
JP2009232749,soy/deflavor,10/15/09,2009,0,Kikkoman Corporation
JP2009232762,,10/15/09,2009,0,Kikkoman Corporation
JP2009232799,application/soy sauce,10/15/09,2009,0,Kikkoman Corporation
JP2009232802,,10/15/09,2009,0,Kikkoman Corporation
EP0970620,application/soy sauce,11/11/09,2009,90,Unilever N.v.
EP1443829,,11/11/09,2009,50,Mars Inc
EP1545248,Application/Meat Products,11/11/09,2009,50,Nestle Sa
US7618671,,11/17/09,2009,50,E.i. Du Pont De Nemours & Company
US7618672,,11/17/09,2009,20,E.i. Du Pont De Nemours & Company
EP1716764,soy/deflavor,11/18/09,2009,60,"Mondelez International, Inc."
US20090291166,soy/deflavor,11/26/09,2009,20,Novo Nordisk Fonden
US20090297661,,12/3/09,2009,10,Novo Nordisk Fonden
WO2009138448,,11/19/09,2009,0,Nestle Sa
EP2123168,application/infant,11/25/09,2009,0,Nestle Sa
US20090304896,soy/texture,12/10/09,2009,40,Nestle Sa
KR20090102846,application/athletic,9/30/09,2009,0,"Mondelez International, Inc."
NZ549315,,10/30/09,2009,10,"Mondelez International, Inc."
US20090311406,application/confection,12/17/09,2009,50,Nestle Sa
EP1790232,application/confection,12/16/09,2009,40,Mars Inc
EP2036447,soy/deflavor,12/16/09,2009,70,Nestle Sa
US20090317509,Application/Athletic,12/24/09,2009,50,Unilever N.v.
US7638155,soy/deflavor,12/29/09,2009,10,E.i. Du Pont De Nemours & Company
WO2009102869,Application/Meat Products,8/20/09,2009,10,Mars Inc
US20100003392,application/pasta,1/7/10,2010,10,Unilever N.v.
WO2009155557,application/dressing,12/23/09,2009,20,E.i. Du Pont De Nemours & Company
CA2685618,Application/Meat Products,11/13/08,2008,0,E.i. Du Pont De Nemours & Company
JP4381315,soy/deflavor,12/9/09,2009,20,Kikkoman Corporation
JP2009284837,application/soy sauce,12/10/09,2009,0,Kikkoman Corporation
CN101500428,soy/texture,8/5/09,2009,10,Nestle Sa
CN101557715,soy/texture,10/14/09,2009,10,Koninklijke Dsm Nv
CN101610687,application/dairy products,12/23/09,2009,10,E.i. Du Pont De Nemours & Company
US20100021608,soy/texture,1/28/10,2010,20,Monsanto Company
WO2010008452,application/confection,1/21/10,2010,20,Nestle Sa
WO2010009400,Application/Dairy Products,1/21/10,2010,0,Novo Nordisk Fonden
EP2149305,Application/Dairy Products,2/3/10,2010,0,Koninklijke Dsm Nv
US20100034925,application/infant,2/11/10,2010,30,Nestle Sa
WO2010012614,,2/4/10,2010,0,Nestle Sa
WO2010012802,Application/Dairy Products,2/4/10,2010,0,Koninklijke Dsm Nv
US20100040738,application/dressing,2/18/10,2010,20,"Pepsico, Inc."
WO2010017050,application/dressing,2/11/10,2010,0,"Pepsico, Inc."
EP1434491,Application/Dairy Products,2/24/10,2010,50,Unilever N.v.
US20100047389,Soy/Defatting,2/25/10,2010,10,"Fuji Oil Co., Ltd."
US20100055248,application/dressing,3/4/10,2010,50,Mars Inc
US20100055266,application/confection,3/4/10,2010,70,Nestle Sa
US20100055281,,3/4/10,2010,70,Koninklijke Dsm Nv
US7682642,,3/23/10,2010,50,"Cargill, Incorporated"
CN101668429,application/dressing,3/10/10,2010,10,Unilever N.v.
CN101668438,Application/Athletic,3/10/10,2010,10,Unilever N.v.
WO2010026136,application/dressing,3/11/10,2010,0,Unilever N.v.
WO2010027788,application/infant,3/11/10,2010,10,Monsanto Company
US20100080887,,4/1/10,2010,10,Monsanto Company
CN101669645,soy/texture,3/17/10,2010,10,"Mondelez International, Inc."
CN101677623,application/dressing,3/24/10,2010,20,"Pepsico, Inc."
MX2009011099,application/athletic,11/2/09,2009,0,Unilever N.v.
MX2009011100,application/athletic,11/2/09,2009,0,Unilever N.v.
WO2010030944,soy/texture,3/18/10,2010,0,E.i. Du Pont De Nemours & Company
EP1890559,Application/Meat Products,3/31/10,2010,20,"Cargill, Incorporated"
WO2010033985,application/confection,3/25/10,2010,0,E.i. Du Pont De Nemours & Company
US20100094246,application/infant,4/15/10,2010,70,Nestle Sa
US20100098818,,4/22/10,2010,70,Burcon Nutrascience Corporation
WO2010042932,,4/15/10,2010,0,E.i. Du Pont De Nemours & Company
US7704540,application/dressing,4/27/10,2010,60,Monsanto Company
EP2040569,application/pasta,4/28/10,2010,10,Unilever N.v.
US20100112635,Application/Meat Products,5/6/10,2010,10,Koninklijke Dsm Nv
US7709044,application/dressing,5/4/10,2010,20,"Fuji Oil Co., Ltd."
EP2007214,application/confection,5/5/10,2010,50,"Fuji Oil Co., Ltd."
US20100119684,Application/Weight Control,5/13/10,2010,40,Nestle Sa
WO2010045727,,4/29/10,2010,20,Burcon Nutrascience Corporation
WO2010046297,,4/29/10,2010,0,Koninklijke Dsm Nv
US7718195,Application/Meat Products,5/18/10,2010,30,Novo Nordisk Fonden
US7718209,application/soy sauce,5/18/10,2010,40,Kikkoman Corporation
WO2010055033,application/confection,5/20/10,2010,10,"Fuji Oil Co., Ltd."
EP1922939,Soy/Defatting,5/26/10,2010,10,"Ajinomoto Co., Inc."
US7727566,Application/Athletic,6/1/10,2010,80,Mars Inc
AU2004202236,,5/20/10,2010,30,E.i. Du Pont De Nemours & Company
WO2010057852,Application/Athletic,5/27/10,2010,0,Nestle Sa
EP2191730,application/infant,6/2/10,2010,0,Nestle Sa
US20100143542,,6/10/10,2010,10,Koninklijke Dsm Nv
US20090142469,application/confection,6/4/09,2009,10,Nestle Sa
US20090143301,application/infant,6/4/09,2009,70,Nestle Sa
US7736686,Application/Meat Products,6/15/10,2010,30,Nestle Sa
US20100151104,application/dressing,6/17/10,2010,30,"Pepsico, Inc."
WO2010062548,application/dressing,6/3/10,2010,20,"Pepsico, Inc."
WO2010063021,soy/deflavor,6/3/10,2010,10,Archer Daniels Midland Company
WO2010063669,,6/10/10,2010,0,Nestle Sa
WO2010065790,Application/Dairy Products,6/10/10,2010,0,E.i. Du Pont De Nemours & Company
EP2196097,,6/16/10,2010,10,Nestle Sa
WO2010066661,,6/17/10,2010,0,Unilever N.v.
US20100166917,application/dressing,7/1/10,2010,40,"Pepsico, Inc."
US20100166940,Application/Meat Products,7/1/10,2010,60,E.i. Du Pont De Nemours & Company
CA2702149,Application/Meat Products,10/20/05,2005,0,E.i. Du Pont De Nemours & Company
JP2010081841,application/soy sauce,4/15/10,2010,0,Kikkoman Corporation
NZ556242,application/infant,5/28/10,2010,20,"Mondelez International, Inc."
US20100173061,soy/texture,7/8/10,2010,20,Monsanto Company
KR20100057626,Application/Meat Products,5/31/10,2010,0,E.i. Du Pont De Nemours & Company
JP4464401,Application/Dairy Products,5/19/10,2010,30,Unilever N.v.
JP2010516230,Soy/Defatting,5/20/10,2010,10,Monsanto Company
WO2010078069,application/dressing,7/8/10,2010,10,"Pepsico, Inc."
WO2010078461,application/dairy products,7/8/10,2010,0,E.i. Du Pont De Nemours & Company
WO2010078462,,7/8/10,2010,0,E.i. Du Pont De Nemours & Company
EP1067846,,7/14/10,2010,50,Nestle Sa
EP2002735,application/soy sauce,7/14/10,2010,10,Kikkoman Corporation
EP2124584,Application/Dairy Products,7/14/10,2010,20,Unilever N.v.
US20100183770,Application/Dairy Products,7/22/10,2010,10,Koninklijke Dsm Nv
EP1750523,Application/Weight Control,7/21/10,2010,60,Nestle Sa
EP2208422,Application/Weight Control,7/21/10,2010,50,Nestle Sa
US20100189852,soy/solubilize,7/29/10,2010,30,Burcon Nutrascience Corporation
US20100189853,soy/texture,7/29/10,2010,30,Burcon Nutrascience Corporation
IL157232,Application/Meat Products,7/4/07,2007,10,E.i. Du Pont De Nemours & Company
IL158263,,5/15/07,2007,10,E.i. Du Pont De Nemours & Company
JP4476994,Application/Meat Products,6/9/10,2010,30,Unilever N.v.
EP1383393,Soy/Defatting,7/28/10,2010,60,Koninklijke Dsm Nv
EP1874126,application/confection,7/28/10,2010,40,Mars Inc
EP2209384,Application/Dairy Products,7/28/10,2010,0,Unilever N.v.
US20100196535,Application/Dairy Products,8/5/10,2010,10,Unilever N.v.
US20100196544,Application/Dairy Products,8/5/10,2010,40,"Fuji Oil Co., Ltd."
US20100196575,Application/Dairy Products,8/5/10,2010,20,E.i. Du Pont De Nemours & Company
CA2560990,Application/Meat Products,7/20/10,2010,30,E.i. Du Pont De Nemours & Company
WO2010083612,soy/texture,7/29/10,2010,20,Burcon Nutrascience Corporation
US20100203203,,8/12/10,2010,30,Burcon Nutrascience Corporation
US20100203204,soy/deflavor,8/12/10,2010,40,Burcon Nutrascience Corporation
US20100203205,soy/deflavor,8/12/10,2010,30,Burcon Nutrascience Corporation
US20100203219,application/dressing,8/12/10,2010,30,"Cargill, Incorporated"
KR100816582,,3/24/08,2008,30,"Mondelez International, Inc."
WO2010086078,Application/Dairy Products,8/5/10,2010,0,Unilever N.v.
EP1537787,soy/solubilize,8/11/10,2010,70,"Fuji Oil Co., Ltd."
CN101731556,application/soy sauce,6/16/10,2010,0,Kikkoman Corporation
CN101790316,,7/28/10,2010,10,E.i. Du Pont De Nemours & Company
EP2217080,,8/18/10,2010,0,Unilever N.v.
EP2217081,,8/18/10,2010,0,Unilever N.v.
US20100215830,soy/deflavor,8/26/10,2010,30,Burcon Nutrascience Corporation
CA2709164,Application/Meat Products,6/18/09,2009,0,E.i. Du Pont De Nemours & Company
CN101031208,,6/16/10,2010,40,Nestle Sa
WO2010091509,Application/Dressing,8/19/10,2010,20,Burcon Nutrascience Corporation
WO2010091511,soy/solubilize,8/19/10,2010,20,Burcon Nutrascience Corporation
WO2010091871,application/confection,8/19/10,2010,10,Nestle Sa
EP2052629,,8/25/10,2010,10,Kikkoman Corporation
EP2219465,,8/25/10,2010,0,Unilever N.v.
US20100221403,soy/texture,9/2/10,2010,20,Burcon Nutrascience Corporation
CN101797050,,8/11/10,2010,0,E.i. Du Pont De Nemours & Company
US20100227040,Application/Dairy Products,9/9/10,2010,10,"Fuji Oil Co., Ltd."
US20100227042,soy/defatting,9/9/10,2010,40,E.i. Du Pont De Nemours & Company
US7790208,application/soy sauce,9/7/10,2010,10,Yamasa Corporation
CA2710268,,7/9/09,2009,0,E.i. Du Pont De Nemours & Company
US20100233221,application/confection,9/16/10,2010,30,Nestle Sa
US20100233313,,9/16/10,2010,10,Monsanto Company
US20100233317,,9/16/10,2010,40,Nestle Sa
US20100233320,soy/texture,9/16/10,2010,30,The Procter & Gamble Company
US20100239738,application/dressing,9/23/10,2010,40,Nestle Sa
WO2010106170,soy/deflavor,9/23/10,2010,0,Novo Nordisk Fonden
EP2230928,soy/solubilize,9/29/10,2010,0,E.i. Du Pont De Nemours & Company
EP1416811,,10/6/10,2010,70,Nestle Sa
US20100260919,application/confection,10/14/10,2010,20,"Mondelez International, Inc."
US7811618,Application/Weight Control,10/12/10,2010,70,"Pepsico, Inc."
EP2124585,Application/Dairy Products,10/13/10,2010,20,Unilever N.v.
EP2238843,application/infant,10/13/10,2010,10,Koninklijke Dsm Nv
US20100266734,soy/deflavor,10/21/10,2010,40,"Pepsico, Inc."
MX2010005304,,6/1/10,2010,0,Unilever N.v.
MX2010005305,,6/1/10,2010,0,Unilever N.v.
MX2010005511,Application/Dairy Products,6/2/10,2010,0,Unilever N.v.
EP2241189,application/confection,10/20/10,2010,20,"Fuji Oil Co., Ltd."
EP2241194,application/soy sauce,10/20/10,2010,10,Kikkoman Corporation
US20100272859,application/dressing,10/28/10,2010,40,"Pepsico, Inc."
CN101868152,Application/Dairy Products,10/20/10,2010,10,Unilever N.v.
CN101868153,Application/Dairy Products,10/20/10,2010,20,Unilever N.v.
WO2010122532,application/infant,10/28/10,2010,30,E.i. Du Pont De Nemours & Company
EP2046149,application/infant,11/3/10,2010,20,Abbott Laboratories
US20100278969,application/soy sauce,11/4/10,2010,10,Kikkoman Corporation
US20100278994,Application/Dairy Products,11/4/10,2010,20,"Cargill, Incorporated"
WO2010124976,soy/deflavor,11/4/10,2010,0,Koninklijke Dsm Nv
WO2010126563,,11/4/10,2010,20,Nestle Sa
US20100291280,application/confection,11/18/10,2010,30,Unilever N.v.
MX2010005303,,9/7/10,2010,0,Unilever N.v.
EP2255674,soy/solubilize,12/1/10,2010,0,"Fuji Oil Co., Ltd."
US20100310710,application/infant,12/9/10,2010,20,Monsanto Company
US20100310722,application/dressing,12/9/10,2010,0,"Pepsico, Inc."
US20100310744,application/soy sauce,12/9/10,2010,0,Kikkoman Corporation
WO2010136320,Application/Dairy Products,12/2/10,2010,0,Unilever N.v.
WO2010136321,Application/Dairy Products,12/2/10,2010,0,Unilever N.v.
WO2010137574,application/soy sauce,12/2/10,2010,0,Kikkoman Corporation
WO2010138292,Application/Dairy Products,12/2/10,2010,10,"Cargill, Incorporated"
EP1951070,Application/Meat Products,12/8/10,2010,30,Unilever N.v.
EP2020868,Application/Athletic,12/8/10,2010,30,E.i. Du Pont De Nemours & Company
EP2258214,application/soy sauce,12/8/10,2010,0,Kikkoman Corporation
US7851009,Application/Meat Products,12/14/10,2010,30,"Fuji Oil Co., Ltd."
CN101909460,soy/texture,12/8/10,2010,10,"Fuji Oil Co., Ltd."
CN101909465,application/soy sauce,12/8/10,2010,10,Kikkoman Corporation
WO2010141441,application/dressing,12/9/10,2010,0,"Pepsico, Inc."
WO2010141821,application/confection,12/9/10,2010,20,"General Mills, Inc."
EP2260719,application/soy sauce,12/15/10,2010,10,Unilever N.v.
CN101917866,application/confection,12/15/10,2010,40,E.i. Du Pont De Nemours & Company
EP1604574,application/confection,12/22/10,2010,70,E.i. Du Pont De Nemours & Company
US20100323065,application/dressing,12/23/10,2010,10,"Pepsico, Inc."
US20100330248,soy/solubilize,12/30/10,2010,0,Burcon Nutrascience Corporation
US20100330249,,12/30/10,2010,30,Burcon Nutrascience Corporation
US20100330250,soy/solubilize,12/30/10,2010,10,Burcon Nutrascience Corporation
CA2346203,Application/Meat Products,12/7/10,2010,40,Monsanto Company
US20110003052,application/soy sauce,1/6/11,2011,0,Kikkoman Corporation
US20110003066,soy/texture,1/6/11,2011,50,E.i. Du Pont De Nemours & Company
CN101932249,application/dressing,12/29/10,2010,30,Unilever N.v.
CN101932250,application/infant,12/29/10,2010,10,Unilever N.v.
WO2010148045,application/dressing,12/23/10,2010,0,"Pepsico, Inc."
EP2096933,Application/Dairy Products,1/5/11,2011,20,Unilever N.v.
EP2269473,application/soy sauce,1/5/11,2011,0,Kikkoman Corporation
US7867530,Application/Weight Control,1/11/11,2011,80,E.i. Du Pont De Nemours & Company
US7867533,soy/deflavor,1/11/11,2011,70,"Pepsico, Inc."
CN101938909,,1/5/11,2011,0,E.i. Du Pont De Nemours & Company
NZ552434,Application/Meat Products,12/24/10,2010,30,Monsanto Company
WO2011000096,soy/solubilize,1/6/11,2011,0,Burcon Nutrascience Corporation
WO2011000097,soy/solubilize,1/6/11,2011,0,Burcon Nutrascience Corporation
WO2011000098,,1/6/11,2011,20,Burcon Nutrascience Corporation
WO2011000824,application/infant,1/6/11,2011,0,Koninklijke Dsm Nv
WO2011002802,,1/6/11,2011,0,E.i. Du Pont De Nemours & Company
WO2011002805,application/dressing,1/6/11,2011,0,E.i. Du Pont De Nemours & Company
US20110014350,application/confection,1/20/11,2011,20,"Mondelez International, Inc."
CA2428986,Soy/Defatting,1/4/11,2011,50,"Cargill, Incorporated"
EP1855544,application/confection,1/19/11,2011,40,Unilever N.v.
US7875303,Application/Dressing,1/25/11,2011,80,"Mondelez International, Inc."
US20110020523,application/pasta,1/27/11,2011,30,"Pepsico, Inc."
CN101945585,,1/12/11,2011,0,"Fuji Oil Co., Ltd."
WO2011006916,,1/20/11,2011,0,Novo Nordisk Fonden
WO2011008946,application/soy sauce,1/20/11,2011,0,E.i. Du Pont De Nemours & Company
EP2277396,Application/Meat Products,1/26/11,2011,20,E.i. Du Pont De Nemours & Company
US20110027412,application/infant,2/3/11,2011,30,The Procter & Gamble Company
AU2005265311,,1/20/11,2011,30,Monsanto Company
CN101959424,,1/26/11,2011,10,"Fuji Oil Co., Ltd."
CN101959428,application/soy sauce,1/26/11,2011,0,Kikkoman Corporation
WO2011010580,application/soy sauce,1/27/11,2011,0,Kikkoman Corporation
US20110038995,application/confection,2/17/11,2011,10,"Mondelez International, Inc."
US20110039002,soy/deflavor,2/17/11,2011,40,Koninklijke Dsm Nv
US7887870,Application/Meat Products,2/15/11,2011,50,E.i. Du Pont De Nemours & Company
EP1929883,soy/deflavor,2/16/11,2011,50,Kikkoman Corporation
WO2011018280,,2/17/11,2011,0,Nestle Sa
EP2063719,Application/Meat Products,2/23/11,2011,20,E.i. Du Pont De Nemours & Company
CA2730556,application/pasta,2/4/10,2010,0,Nestle Sa
CN101983017,,3/2/11,2011,0,"Ajinomoto Co., Inc."
EP1656039,application/infant,3/9/11,2011,40,Abbott Laboratories
EP2292104,,3/9/11,2011,10,Nestle Sa
CA2452929,soy/deflavor,3/1/11,2011,20,"Mondelez International, Inc."
TWI242437,Soy/Defatting,11/1/05,2005,20,"Protein Polymer Technologies, Inc."
TWI252737,application/soy sauce,4/11/06,2006,10,Kikkoman Corporation
TWI260205,soy/deflavor,8/21/06,2006,30,Archer Daniels Midland Company
TWI262054,application/pasta,9/21/06,2006,20,"Protein Polymer Technologies, Inc."
TWI275354,soy/solubilize,3/11/07,2007,20,"Protein Polymer Technologies, Inc."
TWI278286,application/soy sauce,4/11/07,2007,20,Kikkoman Corporation
TWI286060,application/soy sauce,9/1/07,2007,20,"Ajinomoto Co., Inc."
EP2217081,application/dressing,3/16/11,2011,20,Unilever N.v.
US20110070336,application/dressing,3/24/11,2011,20,"Pepsico, Inc."
US7910144,application/infant,3/22/11,2011,30,Nestle Sa
EP2298085,application/soy sauce,3/23/11,2011,0,Kikkoman Corporation
CN101990403,Application/Athletic,3/23/11,2011,20,E.i. Du Pont De Nemours & Company
WO2011034049,application/soy sauce,3/24/11,2011,0,Kikkoman Corporation
US7919134,Application/Athletic,4/5/11,2011,80,"General Mills, Inc."
CN100456962,Application/Meat Products,2/4/09,2009,20,Unilever N.v.
WO2008088973,application/athletic,2/12/09,2009,0,"Mondelez International, Inc."
EP2025247,application/pasta,2/18/09,2009,30,Unilever N.v.
MX2007008496,application/dairy products,9/14/07,2007,0,E.i. Du Pont De Nemours & Company
MX2007010299,Application/Meat Products,9/26/07,2007,0,E.i. Du Pont De Nemours & Company
MX2007011217,soy/deflavor,10/17/07,2007,0,E.i. Du Pont De Nemours & Company
EP2124591,soy/solubilize,12/2/09,2009,10,"Mondelez International, Inc."
WO2011036163,Application/Dairy Products,3/31/11,2011,0,Nestle Sa
CN101203146,Application/Meat Products,4/6/11,2011,40,"Cargill, Incorporated"
WO2011041497,,4/7/11,2011,0,E.i. Du Pont De Nemours & Company
EP1594374,application/infant,4/13/11,2011,70,E.i. Du Pont De Nemours & Company
US7927648,,4/19/11,2011,60,Archer Daniels Midland Company
CN102014657,soy/solubilize,4/13/11,2011,0,"Fuji Oil Co., Ltd."
US20110097448,,4/28/11,2011,70,E.i. Du Pont De Nemours & Company
CA2735153,,4/15/10,2010,0,E.i. Du Pont De Nemours & Company
US20110104334,application/soy sauce,5/5/11,2011,0,Kikkoman Corporation
WO2011048026,,4/28/11,2011,0,Nestle Sa
WO2011049556,,4/28/11,2011,10,Nestle Sa
US7939122,soy/deflavor,5/10/11,2011,80,"Mondelez International, Inc."
WO2011053786,soy/texture,5/5/11,2011,20,E.i. Du Pont De Nemours & Company
EP2191730,,5/18/11,2011,20,Nestle Sa
EP2322640,application/infant,5/18/11,2011,60,Koninklijke Dsm Nv
EP2322641,application/infant,5/18/11,2011,50,Koninklijke Dsm Nv
WO2011060123,application/infant,5/19/11,2011,20,Nestle Sa
EP1716762,application/confection,5/25/11,2011,50,Unilever N.v.
US20110129573,application/infant,6/2/11,2011,20,Abbott Laboratories
US7951408,soy/texture,5/31/11,2011,30,Archer Daniels Midland Company
EP2327315,soy/deflavor,6/1/11,2011,10,Nestle Sa
US20110142984,application/infant,6/16/11,2011,20,Nestle Sa
CN102083328,,6/1/11,2011,0,Kikkoman Corporation
CN102088868,,6/8/11,2011,10,Nestle Sa
WO2011068702,application/infant,6/9/11,2011,0,Abbott Laboratories
JP4564229,,10/20/10,2010,50,"Cargill, Incorporated"
JP4570096,application/soy sauce,10/27/10,2010,20,Kikkoman Corporation
JP4575386,soy/deflavor,11/4/10,2010,30,Kikkoman Corporation
JP2010268702,application/soy sauce,12/2/10,2010,0,Kikkoman Corporation
